sample.csv,,,,,,,
ÉgÉäÉKéûçè '''18-09-24 09:55:00s,,,,,,,
,,,,,,,
Ch,Mode,Range,Scaling,Ratio,Offset,,
CH1-1-1,îMìdëŒ,500 Åé f.s.,OFF,-,-,,CH1-1-1[Åé]
CH1-1-2,îMìdëŒ,100 Åé f.s.,OFF,-,-,,CH1-1-2[Åé]
CH1-1-3,îMìdëŒ,100 Åé f.s.,OFF,-,-,,CH1-1-3[Åé]
CH1-1-4,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-4[V]
CH1-1-5,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-5[V]
CH1-1-6,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-6[V]
CH1-1-7,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-7[V]
,,,,,,,
Time,CH1-1-1[Åé],CH1-1-2[Åé],CH1-1-3[Åé],CH1-1-4[V],CH1-1-5[V],CH1-1-6[V],CH1-1-7[V]
'18-09-24 10:18:44s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:45s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:46s,2.50E+01,2.41E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:47s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:48s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:49s,2.50E+01,2.41E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:50s,2.50E+01,2.48E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:51s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:52s,2.50E+01,2.41E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:53s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:54s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:55s,2.69E+01,2.48E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:56s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:57s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:58s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:18:59s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:00s,2.69E+01,2.41E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:01s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:02s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:03s,2.69E+01,2.41E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:04s,2.50E+01,2.48E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:05s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:06s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:07s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:08s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:09s,2.50E+01,2.48E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:10s,2.50E+01,2.48E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:11s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:12s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:13s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:14s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:15s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:16s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:17s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:18s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:19s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:20s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:21s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:22s,2.69E+01,2.41E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:23s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:24s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:25s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.05E+01,2.01E+01,1.30E+01
'18-09-24 10:19:26s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:27s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:28s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:29s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:30s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:31s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:32s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:33s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:34s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:35s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:36s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:37s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:38s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:39s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:40s,2.50E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:41s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:42s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:43s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:44s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:45s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:46s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:47s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:48s,2.50E+01,2.41E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:49s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:50s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:51s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:52s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:53s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:54s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:55s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:56s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:57s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:58s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:19:59s,2.50E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:00s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:01s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:02s,2.69E+01,2.41E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:03s,2.50E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:04s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:05s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:06s,2.69E+01,2.41E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:07s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:08s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:09s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:10s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:11s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:12s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:13s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:14s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:15s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:16s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:17s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:18s,2.50E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:19s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:20s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:21s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:22s,2.50E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:23s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:24s,2.69E+01,2.48E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:25s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.05E+01,2.01E+01,1.30E+01
'18-09-24 10:20:26s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:27s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:28s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:29s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:30s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:31s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:32s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:33s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:34s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:35s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:36s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:37s,2.50E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:38s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:39s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:40s,2.50E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:41s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:42s,2.69E+01,2.41E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:43s,2.69E+01,2.41E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:44s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:45s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:46s,2.69E+01,2.41E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:47s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:48s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:49s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:50s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:51s,2.50E+01,2.41E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:52s,2.50E+01,2.41E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:53s,2.69E+01,2.48E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:54s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:55s,2.50E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:56s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:57s,2.69E+01,2.48E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:58s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:20:59s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:00s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:01s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:02s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:03s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:04s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:05s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:06s,2.69E+01,2.41E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:07s,2.69E+01,2.48E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:08s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:09s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:10s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:11s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:12s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:13s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:14s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:15s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:16s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:17s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:18s,2.69E+01,2.41E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:19s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:20s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:21s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:22s,2.69E+01,2.43E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:23s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:24s,2.69E+01,2.42E+01,2.48E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:25s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:26s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:27s,2.69E+01,2.48E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:28s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:29s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:30s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:31s,2.69E+01,2.41E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:32s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:33s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:34s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:35s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:36s,2.69E+01,2.41E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:37s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:38s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:39s,2.69E+01,2.48E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:40s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:41s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:42s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:43s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:44s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:45s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:46s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:47s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:48s,2.69E+01,2.48E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:49s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:50s,2.69E+01,2.48E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:51s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:52s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:53s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:54s,2.50E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:55s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:56s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:57s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:58s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:21:59s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:00s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:01s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:02s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:03s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:04s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:05s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:06s,2.69E+01,2.48E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:07s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:08s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:09s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:10s,2.69E+01,2.48E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:11s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:12s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:13s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:14s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:15s,2.69E+01,2.43E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:16s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
'18-09-24 10:22:17s,2.69E+01,2.42E+01,2.47E+01,2.08E+01,2.08E+01,2.01E+01,1.30E+01
